iter	Passed	Remaining
1705	3466	2629
1706	3468	2627
1707	3469	2624
1708	3471	2622
1709	3473	2620
1710	3475	2618
1711	3477	2616
1712	3479	2614
1713	3481	2612
1714	3483	2609
1715	3484	2607
1716	3487	2605
1717	3488	2603
1718	3490	2601
1719	3492	2599
1720	3494	2596
1721	3496	2594
1722	3498	2592
1723	3500	2590
1724	3502	2588
1725	3503	2586
1726	3505	2584
1727	3507	2582
1728	3509	2579
1729	3511	2577
1730	3513	2575
1731	3514	2573
1732	3516	2571
1733	3518	2568
1734	3520	2566
1735	3522	2564
1736	3523	2562
1737	3526	2560
1738	3528	2558
1739	3530	2556
1740	3532	2554
1741	3533	2552
1742	3536	2550
1743	3538	2548
1744	3540	2546
1745	3542	2544
1746	3544	2542
1747	3546	2540
1748	3548	2538
1749	3551	2536
1750	3553	2534
1751	3555	2532
1752	3557	2530
1753	3558	2528
1754	3560	2526
1755	3562	2523
1756	3565	2522
1757	3567	2520
1758	3569	2518
1759	3571	2516
1760	3572	2513
1761	3574	2511
1762	3577	2509
1763	3579	2508
1764	3581	2506
1765	3583	2504
1766	3585	2501
1767	3587	2499
1768	3589	2497
1769	3591	2495
1770	3593	2493
1771	3595	2491
1772	3597	2489
1773	3599	2487
1774	3601	2485
1775	3603	2483
1776	3605	2481
1777	3606	2479
1778	3608	2476
1779	3610	2474
1780	3612	2472
1781	3614	2470
1782	3616	2468
1783	3618	2466
1784	3620	2464
1785	3622	2462
1786	3624	2460
1787	3626	2457
1788	3628	2456
1789	3630	2453
1790	3631	2451
1791	3633	2449
1792	3635	2447
1793	3636	2444
1794	3639	2443
1795	3641	2441
1796	3643	2439
1797	3645	2436
1798	3647	2434
1799	3649	2432
1800	3650	2430
1801	3653	2428
1802	3654	2426
1803	3656	2424
1804	3658	2422
1805	3660	2419
1806	3662	2417
1807	3664	2415
1808	3666	2414
1809	3668	2411
1810	3670	2409
1811	3672	2407
1812	3674	2405
1813	3675	2403
1814	3677	2401
1815	3680	2399
1816	3681	2397
1817	3683	2394
1818	3685	2392
1819	3687	2390
1820	3689	2388
1821	3691	2386
1822	3693	2384
1823	3695	2382
1824	3697	2380
1825	3698	2378
1826	3700	2375
1827	3702	2373
1828	3704	2371
1829	3706	2369
1830	3708	2367
1831	3710	2365
1832	3711	2363
1833	3713	2361
1834	3715	2359
1835	3717	2357
1836	3719	2354
1837	3721	2352
1838	3723	2350
1839	3724	2348
1840	3726	2346
1841	3729	2344
1842	3731	2342
1843	3733	2340
1844	3735	2338
1845	3737	2336
1846	3739	2334
1847	3741	2332
1848	3743	2330
1849	3745	2328
1850	3747	2326
1851	3748	2323
1852	3750	2321
1853	3752	2319
1854	3755	2317
1855	3757	2315
1856	3759	2313
1857	3761	2311
1858	3763	2309
1859	3765	2307
1860	3767	2305
1861	3769	2303
1862	3771	2301
1863	3773	2299
1864	3775	2297
1865	3777	2295
1866	3779	2293
1867	3781	2291
1868	3783	2289
1869	3785	2287
1870	3786	2285
1871	3788	2282
1872	3790	2280
1873	3792	2278
1874	3794	2276
1875	3796	2274
1876	3798	2272
1877	3799	2270
1878	3801	2268
1879	3803	2266
1880	3806	2264
1881	3807	2262
1882	3809	2259
1883	3811	2257
1884	3813	2255
1885	3815	2253
1886	3816	2251
1887	3819	2249
1888	3821	2247
1889	3823	2245
1890	3825	2243
1891	3826	2241
1892	3828	2239
1893	3831	2237
1894	3833	2235
1895	3835	2233
1896	3836	2230
1897	3838	2228
1898	3840	2226
1899	3842	2224
1900	3844	2222
1901	3846	2220
1902	3847	2218
1903	3849	2216
1904	3851	2214
1905	3853	2211
1906	3855	2209
1907	3857	2207
1908	3859	2205
1909	3861	2203
1910	3862	2201
1911	3864	2199
1912	3866	2196
1913	3868	2195
1914	3870	2192
1915	3872	2190
1916	3874	2188
1917	3876	2186
1918	3878	2184
1919	3879	2182
1920	3882	2180
1921	3883	2178
1922	3885	2176
1923	3887	2174
1924	3889	2172
1925	3891	2169
1926	3893	2167
1927	3895	2165
1928	3897	2163
1929	3898	2161
1930	3900	2159
1931	3902	2157
1932	3904	2155
1933	3906	2152
1934	3908	2151
1935	3910	2149
1936	3912	2146
1937	3914	2144
1938	3915	2142
1939	3917	2140
1940	3919	2138
1941	3922	2136
1942	3924	2134
1943	3925	2132
1944	3927	2130
1945	3929	2128
1946	3931	2126
1947	3933	2124
1948	3935	2122
1949	3937	2120
1950	3939	2118
1951	3941	2115
1952	3943	2113
1953	3945	2112
1954	3947	2110
1955	3949	2108
1956	3951	2106
1957	3953	2103
1958	3955	2101
1959	3957	2100
1960	3959	2098
1961	3962	2096
1962	3963	2094
1963	3965	2091
1964	3967	2089
1965	3969	2087
1966	3971	2085
1967	3973	2083
1968	3975	2081
1969	3977	2079
1970	3979	2077
1971	3981	2075
1972	3983	2073
1973	3985	2071
1974	3987	2069
1975	3989	2067
1976	3990	2065
1977	3992	2063
1978	3994	2060
1979	3996	2058
1980	3998	2056
1981	4000	2054
1982	4002	2052
1983	4004	2050
1984	4006	2048
1985	4008	2046
1986	4009	2044
1987	4011	2042
1988	4013	2040
1989	4015	2038
1990	4017	2035
1991	4019	2033
1992	4021	2031
1993	4023	2029
1994	4025	2027
1995	4026	2025
1996	4028	2023
1997	4030	2021
1998	4032	2019
1999	4034	2017
2000	4036	2015
2001	4038	2012
2002	4039	2010
2003	4041	2008
2004	4043	2006
2005	4045	2004
2006	4047	2002
2007	4049	2000
2008	4051	1998
2009	4053	1996
2010	4054	1994
2011	4056	1992
2012	4059	1990
2013	4061	1988
2014	4062	1986
2015	4064	1983
2016	4066	1981
2017	4068	1979
2018	4070	1977
2019	4072	1975
2020	4074	1973
2021	4076	1971
2022	4077	1969
2023	4079	1967
2024	4081	1965
2025	4083	1962
2026	4085	1960
2027	4087	1958
2028	4088	1956
2029	4090	1954
2030	4092	1952
2031	4093	1950
2032	4095	1948
2033	4098	1946
2034	4099	1944
2035	4101	1942
2036	4103	1939
2037	4105	1937
2038	4106	1935
2039	4108	1933
2040	4110	1931
2041	4112	1929
2042	4114	1927
2043	4116	1925
2044	4118	1923
2045	4120	1921
2046	4122	1919
2047	4125	1917
2048	4127	1915
2049	4128	1913
2050	4130	1911
2051	4132	1909
2052	4134	1907
2053	4137	1905
2054	4139	1903
2055	4140	1901
2056	4142	1899
2057	4144	1896
2058	4146	1894
2059	4148	1892
2060	4150	1890
2061	4152	1888
2062	4154	1886
2063	4156	1884
2064	4157	1882
2065	4159	1880
2066	4162	1878
2067	4164	1876
2068	4165	1874
2069	4167	1872
2070	4169	1870
2071	4171	1868
2072	4173	1866
2073	4175	1864
2074	4177	1862
2075	4179	1860
2076	4181	1858
2077	4182	1855
2078	4184	1853
2079	4186	1851
2080	4188	1849
2081	4190	1847
2082	4192	1845
2083	4193	1843
2084	4195	1841
2085	4197	1839
2086	4200	1837
2087	4202	1835
2088	4204	1833
2089	4205	1831
2090	4207	1829
2091	4209	1826
2092	4210	1824
2093	4213	1822
2094	4215	1820
2095	4216	1818
2096	4218	1816
2097	4220	1814
2098	4222	1812
2099	4224	1810
2100	4226	1808
2101	4228	1806
2102	4230	1804
2103	4232	1802
2104	4233	1800
2105	4235	1798
2106	4238	1796
2107	4239	1794
2108	4241	1792
2109	4243	1789
2110	4245	1787
2111	4247	1785
2112	4248	1783
2113	4250	1781
2114	4252	1779
2115	4254	1777
2116	4256	1775
2117	4258	1773
2118	4259	1771
2119	4261	1768
2120	4263	1766
2121	4265	1764
2122	4267	1762
2123	4268	1760
2124	4270	1758
2125	4272	1756
2126	4273	1754
2127	4276	1752
2128	4278	1750
2129	4279	1748
2130	4281	1746
2131	4283	1743
2132	4285	1741
2133	4287	1739
2134	4289	1737
2135	4290	1735
2136	4292	1733
2137	4294	1731
2138	4296	1729
2139	4298	1727
2140	4299	1725
2141	4301	1723
2142	4303	1721
2143	4305	1718
2144	4306	1716
2145	4308	1714
2146	4310	1712
2147	4312	1710
2148	4315	1708
2149	4316	1706
2150	4318	1704
2151	4320	1702
2152	4322	1700
2153	4324	1698
2154	4325	1696
2155	4328	1694
2156	4330	1692
2157	4331	1690
2158	4333	1688
2159	4335	1685
2160	4337	1683
2161	4339	1681
2162	4341	1679
2163	4343	1677
2164	4344	1675
2165	4346	1673
2166	4348	1671
2167	4349	1669
2168	4351	1667
2169	4354	1665
2170	4355	1663
2171	4357	1661
2172	4360	1659
2173	4367	1659
2174	4370	1657
2175	4372	1655
2176	4374	1653
2177	4376	1651
2178	4379	1649
2179	4380	1647
2180	4383	1645
2181	4385	1643
2182	4387	1641
2183	4389	1639
2184	4391	1638
2185	4393	1636
2186	4395	1634
2187	4397	1632
2188	4399	1630
2189	4401	1627
2190	4403	1625
2191	4405	1623
2192	4407	1621
2193	4408	1619
2194	4410	1617
2195	4412	1615
2196	4414	1613
2197	4416	1611
2198	4418	1609
2199	4420	1607
2200	4422	1605
2201	4423	1603
2202	4425	1601
2203	4427	1598
2204	4429	1597
2205	4431	1595
2206	4433	1593
2207	4435	1590
2208	4436	1588
2209	4438	1586
2210	4440	1584
2211	4442	1582
2212	4444	1580
2213	4446	1578
2214	4448	1576
2215	4449	1574
2216	4451	1572
2217	4453	1570
2218	4455	1568
2219	4457	1566
2220	4459	1564
2221	4460	1561
2222	4462	1559
2223	4464	1557
2224	4465	1555
2225	4467	1553
2226	4469	1551
2227	4471	1549
2228	4473	1547
2229	4474	1545
2230	4476	1543
2231	4478	1540
2232	4480	1538
2233	4482	1536
2234	4483	1534
2235	4485	1532
2236	4487	1530
2237	4489	1528
2238	4490	1526
2239	4493	1524
2240	4494	1522
2241	4496	1520
2242	4498	1518
2243	4500	1516
2244	4502	1514
2245	4505	1512
2246	4506	1510
2247	4508	1508
2248	4510	1506
2249	4512	1504
2250	4514	1502
2251	4516	1499
2252	4518	1498
2253	4520	1496
2254	4522	1494
2255	4524	1492
2256	4526	1490
2257	4528	1488
2258	4530	1486
2259	4532	1484
2260	4534	1481
2261	4535	1479
2262	4537	1477
2263	4539	1475
2264	4541	1473
2265	4544	1472
2266	4546	1470
2267	4548	1468
2268	4551	1466
2269	4553	1464
2270	4555	1462
2271	4557	1460
2272	4559	1458
2273	4561	1456
2274	4563	1454
2275	4565	1452
2276	4567	1450
2277	4569	1448
2278	4570	1446
2279	4572	1444
2280	4574	1442
2281	4576	1439
2282	4578	1437
2283	4579	1435
2284	4581	1433
2285	4583	1431
2286	4585	1429
2287	4587	1427
2288	4589	1425
2289	4591	1423
2290	4593	1421
2291	4594	1419
2292	4596	1417
2293	4598	1415
2294	4600	1413
2295	4602	1411
2296	4603	1409
2297	4605	1406
2298	4607	1404
2299	4609	1402
2300	4611	1400
2301	4612	1398
2302	4614	1396
2303	4616	1394
2304	4617	1392
2305	4619	1390
2306	4621	1388
2307	4623	1386
2308	4625	1384
2309	4627	1382
2310	4628	1380
2311	4630	1378
2312	4632	1375
2313	4634	1373
2314	4636	1371
2315	4638	1369
2316	4640	1367
2317	4642	1365
2318	4643	1363
2319	4646	1361
2320	4647	1359
2321	4649	1357
2322	4651	1355
2323	4653	1353
2324	4655	1351
2325	4657	1349
2326	4659	1347
2327	4660	1345
2328	4662	1343
2329	4664	1341
2330	4666	1339
2331	4668	1337
2332	4669	1335
2333	4671	1332
2334	4673	1330
2335	4675	1328
2336	4676	1326
2337	4678	1324
2338	4680	1322
2339	4682	1320
2340	4684	1318
2341	4685	1316
2342	4688	1314
2343	4689	1312
2344	4691	1310
2345	4693	1308
2346	4695	1306
2347	4697	1304
2348	4699	1302
2349	4701	1300
2350	4703	1298
2351	4705	1296
2352	4706	1294
2353	4708	1292
2354	4710	1290
2355	4712	1288
2356	4714	1286
2357	4716	1284
2358	4718	1282
2359	4720	1280
2360	4722	1278
2361	4723	1275
2362	4725	1273
2363	4727	1271
2364	4729	1269
2365	4731	1267
2366	4732	1265
2367	4734	1263
2368	4736	1261
2369	4738	1259
2370	4739	1257
2371	4741	1255
2372	4743	1253
2373	4745	1251
2374	4747	1249
2375	4749	1247
2376	4750	1245
2377	4752	1243
2378	4754	1241
2379	4756	1239
2380	4758	1236
2381	4759	1234
2382	4761	1232
2383	4763	1230
2384	4765	1228
2385	4766	1226
2386	4768	1224
2387	4770	1222
2388	4772	1220
2389	4773	1218
2390	4775	1216
2391	4777	1214
2392	4779	1212
2393	4781	1210
2394	4782	1208
2395	4784	1206
2396	4786	1204
2397	4788	1202
2398	4789	1199
2399	4791	1197
2400	4793	1195
2401	4795	1193
2402	4797	1191
2403	4798	1189
2404	4800	1187
2405	4802	1185
2406	4804	1183
2407	4806	1181
2408	4807	1179
2409	4809	1177
2410	4811	1175
2411	4812	1173
2412	4814	1171
2413	4817	1169
2414	4819	1167
2415	4820	1165
2416	4822	1163
2417	4824	1161
2418	4826	1159
2419	4827	1157
2420	4830	1155
2421	4832	1153
2422	4834	1151
2423	4836	1149
2424	4838	1147
2425	4839	1145
2426	4841	1143
2427	4843	1141
2428	4845	1139
2429	4847	1136
2430	4849	1134
2431	4850	1132
2432	4852	1130
2433	4854	1128
2434	4856	1126
2435	4858	1124
2436	4860	1122
2437	4862	1120
2438	4865	1119
2439	4867	1117
2440	4869	1115
2441	4871	1113
2442	4873	1111
2443	4874	1109
2444	4876	1106
2445	4878	1104
2446	4880	1102
2447	4882	1100
2448	4884	1098
2449	4886	1096
2450	4888	1094
2451	4889	1092
2452	4892	1090
2453	4894	1088
2454	4895	1086
2455	4897	1084
2456	4899	1082
2457	4901	1080
2458	4903	1078
2459	4905	1076
2460	4907	1074
2461	4909	1072
2462	4911	1070
2463	4913	1068
2464	4914	1066
2465	4916	1064
2466	4918	1062
2467	4920	1060
2468	4921	1058
2469	4923	1056
2470	4925	1054
2471	4927	1052
2472	4929	1050
2473	4931	1048
2474	4933	1046
2475	4934	1044
2476	4936	1042
2477	4938	1040
2478	4940	1038
2479	4942	1036
2480	4943	1034
2481	4945	1032
2482	4947	1030
2483	4949	1028
2484	4951	1026
2485	4952	1024
2486	4954	1022
2487	4956	1019
2488	4958	1017
2489	4959	1015
2490	4961	1013
2491	4963	1011
2492	4965	1009
2493	4967	1007
2494	4969	1005
2495	4970	1003
2496	4972	1001
2497	4974	999
2498	4976	997
2499	4977	995
2500	4979	993
2501	4981	991
2502	4983	989
2503	4984	987
2504	4986	985
2505	4988	983
2506	4990	981
2507	4991	979
2508	4993	977
2509	4995	975
2510	4997	973
2511	4998	971
2512	5000	969
2513	5002	967
2514	5004	964
2515	5005	962
2516	5007	960
2517	5009	958
2518	5011	956
2519	5012	954
2520	5014	952
2521	5016	950
2522	5018	948
2523	5019	946
2524	5021	944
2525	5023	942
2526	5025	940
2527	5027	938
2528	5028	936
2529	5030	934
2530	5032	932
2531	5034	930
2532	5036	928
2533	5038	926
2534	5040	924
2535	5041	922
2536	5043	920
2537	5045	918
2538	5047	916
2539	5049	914
2540	5051	912
2541	5053	910
2542	5055	908
2543	5057	906
2544	5059	904
2545	5061	902
2546	5063	900
2547	5065	898
2548	5067	896
2549	5068	894
2550	5070	892
2551	5072	890
2552	5074	888
2553	5076	886
2554	5078	884
2555	5080	882
2556	5082	880
2557	5084	878
2558	5086	876
2559	5088	874
2560	5090	872
2561	5092	870
2562	5093	868
2563	5096	866
2564	5098	864
2565	5100	862
2566	5102	860
2567	5104	858
2568	5105	856
2569	5107	854
2570	5109	852
2571	5111	850
2572	5113	848
2573	5114	846
2574	5116	844
2575	5117	842
2576	5119	840
2577	5121	838
2578	5123	836
2579	5125	834
2580	5128	832
2581	5129	830
2582	5131	828
2583	5133	826
2584	5135	824
2585	5136	822
2586	5138	820
2587	5140	818
2588	5142	816
2589	5144	814
2590	5145	812
2591	5147	810
2592	5149	808
2593	5151	806
2594	5152	804
2595	5154	802
2596	5156	800
2597	5158	798
2598	5160	796
2599	5161	794
2600	5163	792
2601	5165	790
2602	5167	788
2603	5168	786
2604	5170	784
2605	5172	782
2606	5174	780
2607	5176	777
2608	5177	775
2609	5179	773
2610	5181	771
2611	5182	769
2612	5184	767
2613	5186	765
2614	5188	763
2615	5189	761
2616	5191	759
2617	5193	757
2618	5195	755
2619	5197	753
2620	5199	751
2621	5200	749
2622	5202	747
2623	5204	745
2624	5206	743
2625	5207	741
2626	5209	739
2627	5211	737
2628	5213	735
2629	5215	733
2630	5217	731
2631	5219	729
2632	5220	727
2633	5222	725
2634	5224	723
2635	5226	721
2636	5228	719
2637	5230	717
2638	5232	715
2639	5234	713
2640	5236	711
2641	5238	709
2642	5240	707
2643	5241	705
2644	5243	703
2645	5245	701
2646	5247	699
2647	5248	697
2648	5251	695
2649	5253	693
2650	5255	691
2651	5257	689
2652	5259	687
2653	5261	685
2654	5263	683
2655	5265	681
2656	5266	679
2657	5268	677
2658	5270	675
2659	5272	673
2660	5274	671
2661	5276	670
2662	5278	668
2663	5280	666
2664	5282	664
2665	5284	662
2666	5286	660
2667	5288	658
2668	5290	656
2669	5292	654
2670	5294	652
2671	5295	650
2672	5297	648
2673	5299	646
2674	5301	644
2675	5303	642
2676	5304	640
2677	5306	638
2678	5308	636
2679	5310	634
2680	5312	632
2681	5313	630
2682	5315	628
2683	5317	626
2684	5319	624
2685	5321	622
2686	5322	620
2687	5324	618
2688	5326	616
2689	5328	614
2690	5329	612
2691	5331	610
2692	5333	607
2693	5334	605
2694	5336	603
2695	5338	601
2696	5340	599
2697	5342	597
2698	5343	595
2699	5345	593
2700	5347	591
2701	5348	589
2702	5350	587
2703	5352	585
2704	5354	583
2705	5356	581
2706	5357	579
2707	5359	577
2708	5361	575
2709	5363	573
2710	5365	571
2711	5367	569
2712	5368	567
2713	5370	565
2714	5372	563
2715	5373	561
2716	5375	559
2717	5376	557
2718	5379	555
2719	5380	553
2720	5382	551
2721	5384	549
2722	5386	547
2723	5387	545
2724	5389	543
2725	5391	541
2726	5393	539
2727	5394	537
2728	5396	535
2729	5398	533
2730	5400	531
2731	5402	529
2732	5404	527
2733	5405	525
2734	5407	523
2735	5409	521
2736	5411	519
2737	5413	517
2738	5414	515
2739	5417	514
2740	5419	512
2741	5420	510
2742	5422	508
2743	5424	506
2744	5425	504
2745	5427	502
2746	5429	500
2747	5431	498
2748	5433	496
2749	5434	494
2750	5436	492
2751	5438	490
2752	5439	488
2753	5441	486
2754	5443	484
2755	5445	482
2756	5447	480
2757	5448	478
2758	5450	476
2759	5452	474
2760	5454	472
2761	5456	470
2762	5457	468
2763	5459	466
2764	5461	464
2765	5463	462
2766	5464	460
2767	5466	458
2768	5468	456
2769	5470	454
2770	5472	452
2771	5474	450
2772	5476	448
2773	5477	446
2774	5480	444
2775	5481	442
2776	5483	440
2777	5485	438
2778	5487	436
2779	5489	434
2780	5491	432
2781	5493	430
2782	5494	428
2783	5496	426
2784	5498	424
2785	5500	422
2786	5502	420
2787	5503	418
2788	5505	416
2789	5507	414
2790	5509	412
2791	5511	410
2792	5513	408
2793	5515	406
2794	5517	404
2795	5519	402
2796	5521	400
2797	5523	398
2798	5524	396
2799	5526	394
2800	5528	392
2801	5530	390
2802	5532	388
2803	5533	386
2804	5535	384
2805	5537	382
2806	5539	380
2807	5540	378
2808	5542	376
2809	5545	374
2810	5546	372
2811	5548	370
2812	5550	368
2813	5552	367
2814	5554	365
2815	5555	363
2816	5557	361
2817	5559	359
2818	5561	357
2819	5563	355
2820	5565	353
2821	5567	351
2822	5569	349
2823	5571	347
2824	5573	345
2825	5574	343
2826	5576	341
2827	5578	339
2828	5580	337
2829	5582	335
2830	5584	333
2831	5585	331
2832	5587	329
2833	5589	327
2834	5591	325
2835	5592	323
2836	5594	321
2837	5596	319
2838	5598	317
2839	5599	315
2840	5601	313
2841	5603	311
2842	5605	309
2843	5607	307
2844	5609	305
2845	5610	303
2846	5612	301
2847	5614	299
2848	5615	297
2849	5617	295
2850	5619	293
2851	5621	291
2852	5622	289
2853	5624	287
2854	5626	285
2855	5627	283
2856	5629	281
2857	5631	279
2858	5632	277
2859	5635	275
2860	5637	273
2861	5639	271
2862	5641	269
2863	5643	267
2864	5645	265
2865	5647	264
2866	5648	262
2867	5650	260
2868	5652	258
2869	5654	256
2870	5655	254
2871	5657	252
2872	5659	250
2873	5661	248
2874	5663	246
2875	5664	244
2876	5667	242
2877	5669	240
2878	5671	238
2879	5673	236
2880	5675	234
2881	5678	232
2882	5680	230
2883	5682	228
2884	5684	226
2885	5686	224
2886	5687	222
2887	5689	220
2888	5691	218
2889	5693	216
2890	5695	214
2891	5697	212
2892	5699	210
2893	5701	208
2894	5703	206
2895	5707	204
2896	5712	203
2897	5716	201
2898	5718	199
2899	5720	197
2900	5722	195
2901	5724	193
2902	5727	191
2903	5730	189
2904	5732	187
2905	5735	185
2906	5738	183
2907	5740	181
2908	5742	179
2909	5745	177
2910	5747	175
2911	5749	173
2912	5752	171
2913	5754	169
2914	5756	167
2915	5758	165
2916	5759	163
2917	5762	161
2918	5763	159
2919	5765	157
2920	5767	155
2921	5769	154
2922	5771	152
2923	5772	150
2924	5774	148
2925	5776	146
2926	5778	144
2927	5780	142
2928	5781	140
2929	5783	138
2930	5785	136
2931	5787	134
2932	5788	132
2933	5790	130
2934	5792	128
2935	5793	126
2936	5795	124
2937	5797	122
2938	5799	120
2939	5801	118
2940	5803	116
2941	5805	114
2942	5806	112
2943	5808	110
2944	5810	108
2945	5812	106
2946	5814	104
2947	5816	102
2948	5818	100
2949	5820	98
2950	5822	96
2951	5824	94
2952	5826	92
2953	5828	90
2954	5829	88
2955	5831	86
2956	5833	84
2957	5835	82
2958	5836	80
2959	5838	78
2960	5840	76
2961	5842	74
2962	5844	72
2963	5846	71
2964	5848	69
2965	5849	67
2966	5851	65
2967	5853	63
2968	5855	61
2969	5857	59
2970	5859	57
2971	5860	55
2972	5862	53
2973	5864	51
2974	5865	49
2975	5867	47
2976	5869	45
2977	5871	43
2978	5873	41
2979	5874	39
2980	5876	37
2981	5878	35
2982	5880	33
2983	5882	31
2984	5883	29
2985	5885	27
2986	5887	25
2987	5889	23
2988	5890	21
2989	5892	19
2990	5894	17
2991	5895	15
2992	5897	13
2993	5899	11
2994	5901	9
2995	5902	7
2996	5904	5
2997	5906	3
2998	5907	1
2999	5909	0
