iter	MultiClass
181	0.4218568314
182	0.4215556825
183	0.4211239068
184	0.420559322
185	0.4201532553
186	0.4199228508
187	0.4198384727
188	0.4197044943
189	0.4193313516
190	0.4189548926
191	0.4184192402
192	0.4182474182
193	0.4180697238
194	0.4177166581
195	0.4172696654
196	0.4167604093
197	0.4164645464
198	0.416263982
199	0.4158721121
200	0.4156594361
201	0.4153572402
202	0.4149490182
203	0.4146590283
204	0.4143254883
205	0.4138858758
206	0.4137041393
207	0.4134605541
208	0.4133561981
209	0.4129552603
210	0.4126031561
211	0.412313362
212	0.4120504735
213	0.4115269721
214	0.4113117109
215	0.4109680965
216	0.4104150702
217	0.4099927909
218	0.4096639337
219	0.4092158105
220	0.4083830127
221	0.4082112653
222	0.4080110482
223	0.407707232
224	0.4075220557
225	0.4073146642
226	0.4071103354
227	0.4067946119
228	0.4064600526
229	0.4061547281
230	0.4057605227
231	0.4053468106
232	0.4050684654
233	0.4048806228
234	0.4044605972
235	0.4041411946
236	0.4037591525
237	0.4035909812
238	0.4032834121
239	0.402544304
240	0.4023378017
241	0.4019012539
242	0.4015663518
243	0.4011772095
244	0.4007614737
245	0.4002832161
246	0.3999562614
247	0.3996597736
248	0.3993849198
249	0.3990566053
250	0.3988414266
251	0.3983576679
252	0.3981634504
253	0.3979329714
254	0.3976147716
255	0.3972695942
256	0.3971158442
257	0.3966750823
258	0.3962319787
259	0.3957998076
260	0.3953031921
261	0.3948598636
262	0.3943081684
263	0.3938437436
264	0.3935027105
265	0.393303847
266	0.3929991408
267	0.3926987223
268	0.3925175263
269	0.3920804187
270	0.3917513868
271	0.3911755359
272	0.3907650639
273	0.3903540081
274	0.3900104054
275	0.3897300229
276	0.3893807967
277	0.3890923677
278	0.3888388191
279	0.3884755863
280	0.3881864242
281	0.3877771857
282	0.3873016301
283	0.3869854337
284	0.3866205491
285	0.3861540536
286	0.3860008669
287	0.3855463906
288	0.3852497129
289	0.384855486
290	0.3846747478
291	0.3842667624
292	0.3838898146
293	0.383580522
294	0.3831924692
295	0.3828783147
296	0.3824777255
297	0.3821993267
298	0.3819503732
299	0.3815493928
300	0.3812826309
301	0.3806690572
302	0.3803969857
303	0.3801337767
304	0.379717245
305	0.3792770577
306	0.3789968498
307	0.3786071676
308	0.3782376724
309	0.3779891362
310	0.3777193635
311	0.3774370447
312	0.3770035
313	0.3766683893
314	0.3764638092
315	0.3760819955
316	0.3759242552
317	0.3755224666
318	0.3750706226
319	0.374784492
320	0.3744700717
321	0.3741235171
322	0.3737828388
323	0.3735036576
324	0.3731364683
325	0.372816154
326	0.3725182127
327	0.3722019184
328	0.371882943
329	0.3715618457
330	0.3713755021
331	0.371188658
332	0.3709698763
333	0.3707618914
334	0.3703033197
335	0.3700679097
336	0.3697121233
337	0.3696315823
338	0.3694665503
339	0.3691525312
340	0.3689253345
341	0.3686321496
342	0.3682446958
343	0.3678718292
344	0.3676492062
345	0.3674846824
346	0.3672772082
347	0.3669950349
348	0.3666109391
349	0.3663105242
350	0.3659930072
351	0.3657015949
352	0.3653299926
353	0.3650073869
354	0.3648700597
355	0.3644969409
356	0.3641313973
357	0.3637932496
358	0.36362534
359	0.3632999643
360	0.3631540667
361	0.3628948263
362	0.3626562278
363	0.362188089
364	0.3619243774
365	0.3616271965
366	0.3613326607
367	0.361109887
368	0.3609233736
369	0.3607197937
370	0.3605379244
371	0.3602864346
372	0.3601055224
373	0.3600119025
374	0.3597363115
375	0.3595180304
376	0.3591057744
377	0.3588588853
378	0.3585326968
379	0.3583642902
380	0.3581738189
381	0.3580202046
382	0.3577847418
383	0.3575521512
384	0.3572619032
385	0.35710221
386	0.3568650872
387	0.3566058112
388	0.3563297514
389	0.356111534
390	0.3559497035
391	0.3557008562
392	0.3554495195
393	0.3551771936
394	0.3550703336
395	0.354737917
396	0.3546095144
397	0.354317369
398	0.3540669194
399	0.3537354693
400	0.3533622769
401	0.3530963021
402	0.3529363665
403	0.352739552
404	0.3526152451
405	0.3523970978
406	0.3522078798
407	0.3519970729
408	0.3517514427
409	0.351548313
410	0.3512313864
411	0.3508460261
412	0.3505991156
413	0.3504392879
414	0.3502003464
415	0.3499533519
416	0.3498097627
417	0.3495637762
418	0.3492946685
419	0.3492139347
420	0.3489342133
421	0.3487752614
422	0.3485451954
423	0.3482807017
424	0.3481365146
425	0.3479229648
426	0.3477069206
427	0.3474868522
428	0.3472395991
429	0.3469379712
430	0.3465359367
431	0.3463051921
432	0.3461493143
433	0.345917017
434	0.345693237
435	0.3454726807
436	0.3452683338
437	0.3450963226
438	0.3449670158
439	0.3446920965
440	0.3445111191
441	0.3442915876
442	0.3440624029
443	0.343904349
444	0.343578907
445	0.3434400298
446	0.343339869
447	0.3430330793
448	0.3428672251
449	0.3426485438
450	0.342409177
451	0.3421246482
452	0.341907412
453	0.3417593549
454	0.341578899
455	0.3414789906
456	0.3412409184
457	0.3410756234
458	0.3408781568
459	0.3407115888
460	0.3404464557
461	0.3402349251
462	0.3401386471
463	0.3399174131
464	0.3397960021
465	0.339644047
466	0.3394095145
467	0.3392134134
468	0.3390858158
469	0.3389328982
470	0.3386932055
471	0.3383435066
472	0.338170624
473	0.3379576045
474	0.3377902645
475	0.3375487537
476	0.337398509
477	0.3373286455
478	0.3371074024
479	0.3368526011
480	0.3365777745
481	0.3361971009
482	0.3359952624
483	0.3356273697
484	0.3354868844
485	0.3353884322
486	0.3351666426
487	0.3348891982
488	0.3347307992
489	0.3344836709
490	0.3343036336
491	0.3341700495
492	0.3338932527
493	0.3336053944
494	0.3334276014
495	0.3332728228
496	0.3331215075
497	0.3328422037
498	0.332699381
499	0.332529562
500	0.3323486883
501	0.3321725751
502	0.3319926692
503	0.3318150236
504	0.3316115859
505	0.3314158869
506	0.3311912132
507	0.3310046663
508	0.3307950753
509	0.3306274154
510	0.3304895106
511	0.3303787603
512	0.3301772746
513	0.3299859754
514	0.3297317078
515	0.3293667351
516	0.3291557332
517	0.3289532253
518	0.3286193059
519	0.3284654252
520	0.3283567599
521	0.3281589721
522	0.3280191102
523	0.3278951726
524	0.3277309701
525	0.3276281611
526	0.327504427
527	0.3273513993
528	0.3269639121
529	0.3268474261
530	0.326620632
531	0.3264345936
532	0.3261151483
533	0.3258610487
534	0.3256474138
535	0.3254560723
536	0.3252529138
537	0.3250326751
538	0.3248563335
539	0.3247005079
540	0.3245192569
541	0.3244123694
542	0.3243113076
543	0.324107367
544	0.3239241783
545	0.3238033607
546	0.3236191676
547	0.3232953261
548	0.3230976026
549	0.3230068719
550	0.3228931647
551	0.3226906859
552	0.3224431967
553	0.3223204207
554	0.3220130565
555	0.3217231326
556	0.3215421248
557	0.3213407873
558	0.3212630611
559	0.3210698502
560	0.3209100102
561	0.3206712317
562	0.3204523304
563	0.320263793
564	0.320201824
565	0.3198888496
566	0.3196236405
567	0.3194193657
568	0.3191257161
569	0.3189127931
570	0.3188291299
571	0.3186529058
572	0.3183641597
573	0.3181813249
574	0.318059027
575	0.3178055475
576	0.317633263
577	0.317261086
578	0.3171638394
579	0.3170154756
580	0.3168966523
581	0.3167387374
582	0.3165879222
583	0.3163735239
584	0.3161951509
585	0.3161040593
586	0.3159744516
587	0.31576878
588	0.3156010417
589	0.3153896985
590	0.3152057782
591	0.3150988185
592	0.3149859
593	0.3147308547
594	0.3145084841
595	0.3143281516
596	0.3141722346
597	0.3139779242
598	0.313728947
599	0.3136370054
600	0.3135181417
601	0.3133617858
602	0.3131407128
603	0.3130276032
604	0.3127401345
605	0.312656616
606	0.3125202058
607	0.3123842191
608	0.3122443104
609	0.3119716882
610	0.3118604436
611	0.3117424793
612	0.3115398619
613	0.3112724554
614	0.3111302013
615	0.3108878882
616	0.3107382286
617	0.3104980113
618	0.3101986072
619	0.310058845
620	0.3098240413
621	0.3095767733
622	0.3094673894
623	0.3093258329
624	0.3090707263
625	0.3088526235
626	0.3085906942
627	0.3084521706
628	0.3083601493
629	0.3082282445
630	0.3080310436
631	0.3078728457
632	0.3076545728
633	0.3074866107
634	0.3073612645
635	0.3071781949
636	0.3070926857
637	0.3068753554
638	0.3066674685
639	0.3065930802
640	0.3063854036
641	0.3061190128
642	0.3058958374
643	0.305733044
644	0.3056513812
645	0.3054890122
646	0.3052730503
647	0.3051411799
648	0.3048839814
649	0.3048091142
650	0.304670956
651	0.3044675718
652	0.3043213999
653	0.3040861519
654	0.3039795543
655	0.3038182565
656	0.3036520782
657	0.3035203759
658	0.3033448112
659	0.3031429324
660	0.3030029263
661	0.302797076
662	0.3026010997
663	0.3023467284
664	0.3022508368
665	0.3021092293
666	0.3019315965
667	0.301783681
668	0.3016071182
669	0.3013846744
670	0.3011612271
671	0.3009741784
672	0.3008548464
673	0.3007580752
674	0.3006008921
675	0.3004666148
676	0.3001468761
677	0.3000602187
678	0.2999202079
679	0.2998026731
680	0.2995193582
681	0.299451669
682	0.2993413744
683	0.2991768194
684	0.2989583077
685	0.2988106603
686	0.2985197408
687	0.2984337078
688	0.2983331131
689	0.2981672495
690	0.2979038282
691	0.2977267493
692	0.2975836454
693	0.2973798876
694	0.2971175523
695	0.2969212301
696	0.2968003684
697	0.2966615743
698	0.2965274531
699	0.2963775053
700	0.2962795559
701	0.2961876287
702	0.2959510477
703	0.2958827563
704	0.2955971889
705	0.2955025508
706	0.295401547
707	0.2952153133
708	0.2950114799
709	0.2948723493
710	0.29465999
711	0.2944282769
712	0.2942217226
713	0.2941067938
714	0.2938966552
715	0.2936949493
716	0.2934745145
717	0.2933672471
718	0.2931936163
719	0.292982051
720	0.2928370266
721	0.2927100697
722	0.292549927
723	0.2924613966
724	0.2922739204
725	0.2921734973
726	0.2920637268
727	0.292002147
728	0.2917462783
729	0.291611142
730	0.2914624697
731	0.2912867935
732	0.291063099
733	0.2909017023
734	0.2907666626
735	0.2906887967
736	0.2905392252
737	0.2903125229
738	0.290089068
739	0.2899894299
740	0.2898462623
741	0.2896315272
742	0.2893978668
743	0.2892958685
744	0.2890888705
745	0.288884615
746	0.2887292778
747	0.2885734966
748	0.2883744107
749	0.2882222601
750	0.2881148456
751	0.288037859
752	0.2878389669
753	0.2876723151
754	0.2875931158
755	0.2875071888
756	0.2871684983
757	0.2869823324
758	0.2868545796
759	0.2866813951
760	0.2865147749
761	0.2863501065
762	0.2861692736
763	0.2860614906
764	0.2859255229
765	0.2857926276
766	0.2856476405
767	0.2854571867
768	0.2853857496
769	0.2852548584
770	0.2851680093
771	0.2850311111
772	0.284903509
773	0.2848391349
774	0.2847342146
775	0.2845074226
776	0.2843950614
777	0.2842729096
778	0.2841302359
779	0.2839778829
780	0.2837816104
781	0.28366561
782	0.2835020268
783	0.2832621585
784	0.2830751765
785	0.282943363
786	0.2828014532
787	0.282721072
788	0.2825532499
789	0.2824710863
790	0.2823901764
791	0.2823006856
792	0.2821706887
793	0.2820453518
794	0.2818810347
795	0.281790719
796	0.2816607352
797	0.281415835
798	0.2811615578
799	0.2810669271
800	0.2808894731
801	0.2807761947
802	0.2806862937
803	0.2805317331
804	0.2804222559
805	0.2802686561
806	0.2801743151
807	0.2801210343
808	0.2798678633
809	0.2796931238
810	0.2794971126
811	0.2792688147
812	0.2790678138
813	0.2788318448
814	0.2786228035
815	0.2785079307
816	0.2784029629
817	0.278185322
818	0.278101251
819	0.2779720856
820	0.2779218649
821	0.27776886
822	0.277559829
823	0.2774102297
824	0.2773018365
825	0.2771947242
826	0.2770935768
827	0.2770040226
828	0.27690318
829	0.2768229655
830	0.2766616763
831	0.2765049871
832	0.2763901518
833	0.2762787406
834	0.2762057193
835	0.2760874401
836	0.2758826445
837	0.2757746441
838	0.2755535171
839	0.275476571
840	0.2752824417
841	0.2752162638
842	0.2750718011
843	0.2748873022
844	0.2748063253
845	0.2747354941
846	0.2745680847
847	0.2744568441
848	0.2742915484
849	0.2741739618
850	0.2740849465
851	0.2739753187
852	0.2738250747
853	0.2736948074
854	0.2735519969
855	0.2734885405
856	0.273337821
857	0.2731840535
858	0.2730922699
859	0.2729929331
860	0.2727901109
861	0.2726624441
862	0.2725372413
863	0.272396337
864	0.2722578418
865	0.2722135965
866	0.2719984552
867	0.2718673289
868	0.2717402308
869	0.2715323174
870	0.2713437251
871	0.2711088738
872	0.270970885
873	0.2707594291
874	0.2706691266
875	0.2705360671
876	0.2703509226
877	0.2701525953
878	0.2700077436
879	0.2698973243
880	0.2696920393
881	0.2696335408
882	0.2695089045
883	0.269463549
884	0.2693450086
885	0.2692668479
886	0.269198212
887	0.2690433675
888	0.2689860164
889	0.2688509155
890	0.268741793
891	0.2686219733
892	0.2684576422
893	0.2682790254
894	0.2681561008
895	0.2680383518
896	0.2679843013
897	0.2677897503
898	0.2676925326
899	0.2675760023
900	0.2674964583
901	0.2673004088
902	0.2672234221
903	0.2670804751
904	0.26694726
905	0.2667808432
906	0.2666407684
907	0.266563955
908	0.2663604265
909	0.2662156212
910	0.2660746837
911	0.2660229348
912	0.2659295479
913	0.2657173907
914	0.2655786166
915	0.2653392346
916	0.2652909672
917	0.265215684
918	0.2651190012
919	0.265056079
920	0.2649158067
921	0.2647842428
922	0.2645757005
923	0.2644457988
924	0.2643600111
925	0.2643044001
926	0.264182172
927	0.264071932
928	0.2638581173
929	0.2636846402
930	0.2635945781
931	0.2635168322
932	0.2633612653
933	0.2632508959
934	0.2631526928
935	0.2630711823
936	0.2628995209
937	0.2626761536
938	0.2625585106
939	0.2624142412
940	0.262299965
941	0.2621059809
942	0.2619588475
943	0.2618974184
944	0.2617612754
945	0.261713261
946	0.261576421
947	0.2614257309
948	0.2613422029
949	0.2611145648
950	0.2609754152
951	0.2607901669
952	0.260620773
953	0.2604542412
954	0.2603547726
955	0.2602475582
956	0.2601193646
957	0.2599706448
958	0.2598904943
959	0.259766265
960	0.2596138956
961	0.2594674836
962	0.2593920092
963	0.2593260844
964	0.259215444
965	0.2591472979
966	0.259024977
967	0.25889981
968	0.2587660127
969	0.2586335203
970	0.2585472649
971	0.2584382816
972	0.25835486
973	0.2582520393
974	0.2581910783
975	0.2580692331
976	0.2579202667
977	0.257797793
978	0.2577055412
979	0.2576439323
980	0.2575397387
981	0.2573437386
982	0.2572602417
983	0.2571603496
984	0.2570296375
985	0.256899387
986	0.2568057169
987	0.256708409
988	0.2565746709
989	0.2564463279
990	0.2562773091
991	0.2562277116
992	0.256112938
993	0.2559537824
994	0.2558453613
995	0.2557472346
996	0.2556025733
997	0.2554319595
998	0.255321116
999	0.2552352508
1000	0.2551439835
1001	0.255017848
1002	0.2549191797
1003	0.254847922
1004	0.2547026263
1005	0.254521128
1006	0.2544099215
1007	0.2542952966
1008	0.2541955835
1009	0.2541471492
1010	0.2539995104
1011	0.253942906
1012	0.2538583165
1013	0.253727934
1014	0.2535696208
1015	0.2534151447
1016	0.2532837684
1017	0.2531805335
1018	0.2530294144
1019	0.2528172086
1020	0.252674254
1021	0.2525723572
1022	0.2523867195
1023	0.2522765422
1024	0.2520368585
1025	0.2519209981
1026	0.2517757331
1027	0.2516231182
1028	0.2514955649
1029	0.251395833
1030	0.2513283995
1031	0.2512268678
1032	0.2510024777
1033	0.2508925407
1034	0.2507361446
1035	0.2506552083
1036	0.2505675778
1037	0.2504120945
1038	0.2502569655
1039	0.2500490099
1040	0.2498997913
1041	0.2497698697
1042	0.2497036348
1043	0.2495698919
1044	0.2494032973
1045	0.2492930303
1046	0.2492026555
1047	0.2490499561
1048	0.248999191
1049	0.2488922118
1050	0.248760138
1051	0.2486514911
1052	0.2485375015
1053	0.2483600255
1054	0.2482434692
1055	0.2481226435
1056	0.2479944215
1057	0.2478208333
1058	0.2476817598
1059	0.2476202949
1060	0.2474567371
1061	0.2473344305
1062	0.2472648662
1063	0.2471593809
1064	0.2470614517
1065	0.2469631641
1066	0.246840359
1067	0.2466175826
1068	0.2465207669
1069	0.2464135225
1070	0.2462892663
1071	0.2462377278
1072	0.2461468929
1073	0.2460342091
1074	0.2459485204
1075	0.2457821485
1076	0.245735306
1077	0.245610858
1078	0.2455287962
1079	0.2454224772
1080	0.2453402432
1081	0.2452511869
1082	0.2450973684
1083	0.245024896
1084	0.2449720212
1085	0.2448557443
1086	0.2447977203
1087	0.2446807322
1088	0.2444659907
1089	0.2443463628
1090	0.2442632562
1091	0.2441914751
1092	0.2440903356
1093	0.2439225043
1094	0.2438861854
1095	0.2437302445
1096	0.2436407232
1097	0.2435730592
1098	0.2434459964
1099	0.2433344202
1100	0.2432610624
1101	0.2431647104
1102	0.2430414297
1103	0.2429217832
1104	0.2428163805
1105	0.2427291517
1106	0.2426484748
1107	0.2424692905
1108	0.2423239631
1109	0.2422571645
1110	0.2421510614
1111	0.2420260082
1112	0.241902742
1113	0.2417661338
1114	0.241695283
1115	0.2416249015
1116	0.2414636857
1117	0.2413889321
1118	0.241210557
1119	0.2410878785
1120	0.2409770359
1121	0.2408343128
1122	0.240780454
1123	0.240631308
1124	0.2405039996
1125	0.2403596077
1126	0.2402907224
1127	0.2401246299
1128	0.2400376723
1129	0.2398542922
1130	0.2397340483
1131	0.2395988451
1132	0.2394527624
1133	0.2393509787
1134	0.2393157238
1135	0.2392465424
1136	0.2391296676
1137	0.2390725073
1138	0.2389782891
1139	0.2388542778
1140	0.2386668029
1141	0.2385111617
1142	0.2384399711
1143	0.2383705826
1144	0.2382839509
1145	0.2381626023
1146	0.2380553208
1147	0.2379428338
1148	0.2378276761
1149	0.2377654728
1150	0.2376786855
1151	0.237593498
1152	0.2375448239
1153	0.2373830646
1154	0.237240683
1155	0.2371182418
1156	0.2369574344
1157	0.236902836
1158	0.2368623909
1159	0.2367361043
1160	0.236601861
1161	0.2365566351
1162	0.2364538799
1163	0.2363509722
1164	0.236213034
1165	0.2361529018
1166	0.2360158031
1167	0.2358886063
1168	0.2357719559
1169	0.2356445116
1170	0.2355115135
1171	0.2354341517
1172	0.2352961315
1173	0.2351951307
1174	0.2350863527
1175	0.2349986688
1176	0.2349230485
1177	0.2347696931
1178	0.234684164
1179	0.2345956793
1180	0.2345470232
1181	0.2344955527
1182	0.2344023148
1183	0.2343216314
1184	0.2341844642
1185	0.234086477
1186	0.2339327772
1187	0.2338111623
1188	0.2337695363
1189	0.2336236795
1190	0.2334989242
1191	0.233398081
1192	0.2332967245
1193	0.2332144832
1194	0.2331366752
1195	0.2329881121
1196	0.2329170376
1197	0.2328118931
1198	0.232739361
1199	0.2325720176
1200	0.2325304313
1201	0.2324759273
1202	0.2323451871
1203	0.2321522055
1204	0.2320448895
1205	0.23198448
1206	0.2319218765
1207	0.2318071801
1208	0.2316757947
1209	0.2315607784
1210	0.2314081812
1211	0.2313033469
1212	0.2312163951
1213	0.2310964127
1214	0.2309889424
1215	0.2309006233
1216	0.2308275118
1217	0.230751687
1218	0.2306242135
1219	0.2305103641
1220	0.2304450459
1221	0.2304119106
1222	0.2303553484
1223	0.2302728788
1224	0.2300788662
1225	0.2299585662
1226	0.2298745655
1227	0.2297590094
1228	0.2295988738
1229	0.2294721343
1230	0.2293495168
1231	0.2291686995
1232	0.2290895717
1233	0.2290123709
1234	0.2289195007
1235	0.2288493823
1236	0.2287299587
1237	0.2286676712
1238	0.2285094293
1239	0.2284482592
1240	0.2283579179
1241	0.2282600474
1242	0.2281407286
1243	0.2280469278
1244	0.2279164725
1245	0.2278599044
1246	0.2277147652
1247	0.2276686616
1248	0.2275266809
1249	0.2274469545
1250	0.2273487449
1251	0.2272508976
1252	0.2271484278
1253	0.2270695667
1254	0.2270176914
1255	0.2269579856
1256	0.2268100014
1257	0.2267082297
1258	0.2266228721
1259	0.2265632997
1260	0.2265338205
1261	0.2264046675
1262	0.226304159
1263	0.2261569875
1264	0.2260165559
1265	0.2259131775
1266	0.2258525192
1267	0.2257867134
1268	0.225661184
1269	0.225586505
1270	0.2254786445
1271	0.2253908722
1272	0.2252937769
1273	0.225201442
1274	0.2250689381
1275	0.2249272395
1276	0.2248059036
1277	0.2247354171
1278	0.2246305735
1279	0.2245132138
1280	0.2244337155
1281	0.2243883615
1282	0.2242619378
1283	0.2241918107
1284	0.2240590302
1285	0.2239780712
1286	0.2238816579
1287	0.2237377986
1288	0.2236364918
1289	0.2235831705
1290	0.2235213031
1291	0.2234487534
1292	0.2233854751
1293	0.223270949
1294	0.22321706
1295	0.2231083886
1296	0.2230136553
1297	0.2229435707
1298	0.222862533
1299	0.2227962024
1300	0.2227319718
1301	0.2226029699
1302	0.2224369505
1303	0.2223704427
1304	0.2222692072
1305	0.2222022705
1306	0.2221306972
1307	0.222019388
1308	0.2218744277
1309	0.2217792788
1310	0.2216629269
1311	0.221506263
1312	0.2213744118
1313	0.2213288945
1314	0.2211580158
1315	0.2210374856
1316	0.2209444111
1317	0.220884767
1318	0.2208140374
1319	0.2207483628
1320	0.2206808677
1321	0.220581324
1322	0.2204725318
1323	0.220409433
1324	0.2203276491
1325	0.2201836685
1326	0.2201323108
1327	0.2200569006
1328	0.2199921142
1329	0.2198577995
1330	0.2197291896
1331	0.2196044945
1332	0.2195201477
1333	0.2193821101
1334	0.2192883415
1335	0.2191681338
1336	0.2190319556
1337	0.2189578645
1338	0.2188283837
1339	0.2187584895
1340	0.2186504945
1341	0.2186027552
1342	0.2185111005
1343	0.2184477559
1344	0.2183325356
1345	0.218235897
1346	0.2180513742
1347	0.2179835432
1348	0.2179118769
1349	0.2178573355
1350	0.217751016
1351	0.2176652681
1352	0.2175461058
1353	0.2173984821
1354	0.2172559374
1355	0.2171346053
1356	0.217057035
1357	0.216979887
1358	0.2169278606
1359	0.216827492
1360	0.2167485379
1361	0.2166489581
1362	0.2165215649
1363	0.2164580598
1364	0.2163722578
1365	0.216283773
1366	0.2162297624
1367	0.2161146806
1368	0.2159869101
1369	0.2158350769
1370	0.2157606101
1371	0.2157079809
1372	0.2156163451
1373	0.2155495864
1374	0.2154927877
1375	0.2153545824
1376	0.2152752836
1377	0.2152032443
1378	0.215100556
1379	0.2149804922
1380	0.2149087889
1381	0.2148088457
1382	0.2147380458
1383	0.2147097596
1384	0.2146620592
1385	0.2145645717
1386	0.2143498516
1387	0.2142520558
1388	0.2141307192
1389	0.2140934454
1390	0.2140282478
1391	0.2138855396
1392	0.2137430897
1393	0.2137102218
1394	0.2135860839
1395	0.2135257467
1396	0.2134588479
1397	0.2133422083
1398	0.2132534746
1399	0.2131915214
1400	0.2131166086
1401	0.2130467098
1402	0.2129803323
1403	0.2128588504
1404	0.212752019
1405	0.2126783633
1406	0.2126050596
1407	0.2125523484
1408	0.2125132662
1409	0.2124298152
1410	0.2123496131
1411	0.2122864617
1412	0.2121999929
1413	0.212103463
1414	0.2119806449
1415	0.2119036502
1416	0.2117970987
1417	0.2117078221
1418	0.2116303082
1419	0.2115016765
1420	0.2114249817
1421	0.2113339952
1422	0.2112687581
1423	0.2111205023
1424	0.2110187037
1425	0.2109571868
1426	0.2109235674
1427	0.210847509
1428	0.2107972661
1429	0.2107495315
1430	0.2106785331
1431	0.2106032125
1432	0.2105168271
1433	0.2103920746
1434	0.210323254
1435	0.2102267325
1436	0.2101748311
1437	0.2101292214
1438	0.2100075019
1439	0.2099534777
1440	0.2098862056
1441	0.2098324301
1442	0.209739397
1443	0.2096803875
1444	0.2096267519
1445	0.2095649003
1446	0.2094929587
1447	0.2094361399
1448	0.209345528
1449	0.2092974384
1450	0.2092311778
1451	0.209089932
1452	0.2089311803
1453	0.2088740618
1454	0.2087997652
1455	0.2087376448
1456	0.2086872155
1457	0.2086446238
1458	0.2085617025
1459	0.2084965116
1460	0.2084150484
1461	0.208312337
1462	0.2082518316
1463	0.208136976
1464	0.2081073451
1465	0.2080225254
1466	0.2079206158
1467	0.2078450377
1468	0.2077057782
1469	0.2076051384
1470	0.2074838086
1471	0.2074524546
1472	0.2072872622
1473	0.2072083152
1474	0.20709802
1475	0.2070707934
1476	0.2069497371
1477	0.2069262013
1478	0.2068439906
1479	0.2067629186
1480	0.206589415
1481	0.2065208267
1482	0.2064857001
1483	0.2064021446
1484	0.2063458711
1485	0.2062657991
1486	0.2061822524
1487	0.2061350452
1488	0.2060428007
1489	0.2060052673
1490	0.2059307757
1491	0.2058692957
1492	0.205795873
1493	0.2056889688
1494	0.205571818
1495	0.2054928011
1496	0.2054293502
1497	0.2053562575
1498	0.2052507236
1499	0.2050634602
1500	0.2050086854
1501	0.2049248141
1502	0.2048511625
1503	0.2047922026
1504	0.2046928884
1505	0.2046111611
1506	0.2045126944
1507	0.2044358711
1508	0.2042801646
1509	0.2041662174
1510	0.2040720304
1511	0.2039412783
1512	0.2038987369
1513	0.2038131373
1514	0.2037520575
1515	0.2036855187
1516	0.2036102696
